incident_id,site_id,incident_date,category,severity,device_type,issue_type,resolution_time_hours,status,root_cause
INC001005,SITE031,2026-02-02,Network,P3,Desk Phone,Registration Failure,7.58,Closed,Unknown
INC001006,SITE016,2026-06-11,QoS,P3,Mobile,Registration Failure,15.28,Resolved,Configuration
INC001007,SITE002,2026-01-28,Codec,P4,Soft Client,One-Way Audio,1.6,Resolved,Device Issue
INC001008,SITE016,2026-07-05,Codec,P4,Mobile,Registration Failure,3.41,Resolved,Unknown
INC001009,SITE007,2026-08-27,Provisioning,P3,Desk Phone,No Audio,4.51,Closed,User Error
INC001010,SITE029,2026-06-11,Audio,P3,Mobile,Provisioning Failure,3.01,Resolved,Device Issue
INC001011,SITE004,2026-08-24,Registration,P4,Room Device,No Audio,1.65,Resolved,User Error
INC001012,SITE006,2026-06-05,Registration,P3,Desk Phone,Dialing Issue,1.14,In Progress,Unknown
INC001013,SITE033,2026-08-23,Device Configuration,P1,Soft Client,UAT Failure,7.13,Resolved,User Error
INC001014,SITE018,2026-04-10,UAT,P3,Desk Phone,No Audio,1.08,Resolved,Device Issue
INC001015,SITE012,2026-08-13,Call Quality,P3,Soft Client,Registration Failure,2.56,Resolved,Unknown
INC001016,SITE007,2026-03-23,Device Configuration,P3,Mobile,Registration Failure,4.96,Resolved,QoS
INC001017,SITE019,2026-04-12,UAT,P3,Room Device,Poor Call Quality,1.03,Resolved,User Error
INC001018,SITE011,2026-07-20,Network,P3,Room Device,Dialing Issue,3.35,Resolved,User Error
INC001019,SITE030,2026-08-28,Codec,P3,Soft Client,Device Configuration,4.35,Closed,Unknown
INC001020,SITE023,2026-01-12,Provisioning,P3,Room Device,One-Way Audio,3.56,Open,Device Issue
INC001021,SITE028,2026-08-06,Device Configuration,P3,Desk Phone,Dialing Issue,2.54,In Progress,Provisioning
INC001022,SITE025,2026-07-29,UAT,P2,Room Device,UAT Failure,3.82,Resolved,Configuration
INC001023,SITE015,2026-03-06,Device Configuration,P3,Room Device,No Audio,2.46,Resolved,Device Issue
INC001024,SITE031,2026-04-06,Dial Plan,P3,Desk Phone,Dialing Issue,2.66,Resolved,User Error
INC001025,SITE020,2026-03-16,Provisioning,P3,Mobile,Provisioning Failure,0.45,Resolved,Network
INC001026,SITE002,2026-07-09,Network,P4,Mobile,Device Configuration,2.96,Resolved,Configuration
INC001027,SITE033,2026-08-15,Codec,P4,Soft Client,One-Way Audio,1.42,Resolved,Configuration
INC001028,SITE005,2026-01-17,User Configuration,P2,Mobile,UAT Failure,4.25,Resolved,Provisioning
INC001029,SITE032,2026-01-09,User Configuration,P3,Desk Phone,UAT Failure,11.62,Closed,QoS
INC001030,SITE012,2026-02-28,Call Quality,P2,Soft Client,Device Configuration,3.72,Resolved,Device Issue
INC001031,SITE017,2026-02-24,Provisioning,P3,Room Device,Poor Call Quality,2.94,Resolved,QoS
INC001032,SITE010,2026-04-10,Codec,P3,Room Device,UAT Failure,4.18,Closed,Network
INC001033,SITE031,2026-01-17,Device Configuration,P3,Desk Phone,No Audio,1.78,Resolved,Network
INC001034,SITE012,2026-07-05,Codec,P3,Room Device,UAT Failure,17.43,Resolved,Provisioning
INC001035,SITE005,2026-01-29,Codec,P4,Mobile,Provisioning Failure,0.99,Resolved,User Error
INC001036,SITE025,2026-03-22,Call Quality,P3,Desk Phone,Provisioning Failure,0.83,Resolved,Provisioning
INC001037,SITE006,2026-05-05,Codec,P2,Soft Client,Device Configuration,4.81,Resolved,Device Issue
INC001038,SITE004,2026-04-15,Network,P3,Mobile,Registration Failure,4.99,Resolved,QoS
INC001039,SITE031,2026-07-21,Codec,P2,Desk Phone,No Audio,0.8,Resolved,Device Issue
INC001040,SITE003,2026-08-16,UAT,P3,Room Device,UAT Failure,3.14,Closed,Configuration
INC001041,SITE018,2026-06-06,Network,P4,Room Device,Registration Failure,6.92,Open,Configuration
INC001042,SITE019,2026-02-06,User Configuration,P4,Room Device,Provisioning Failure,1.98,Resolved,Network
INC001043,SITE023,2026-03-23,User Configuration,P3,Desk Phone,Device Configuration,0.96,Open,Unknown
INC001044,SITE002,2026-08-10,QoS,P2,Soft Client,Poor Call Quality,2.5,Resolved,QoS
INC001045,SITE004,2026-04-09,Call Quality,P3,Mobile,Dialing Issue,1.0,Resolved,User Error
INC001046,SITE014,2026-05-01,Registration,P3,Mobile,Dialing Issue,2.27,Closed,Network
INC001047,SITE027,2026-04-17,Codec,P4,Desk Phone,Device Configuration,4.25,Closed,Unknown
INC001048,SITE009,2026-02-25,User Configuration,P4,Mobile,No Audio,3.79,Resolved,Network
INC001049,SITE019,2026-01-02,Codec,P3,Mobile,Registration Failure,1.09,Resolved,Unknown
INC001050,SITE019,2026-07-24,QoS,P3,Mobile,Poor Call Quality,1.91,In Progress,User Error
INC001051,SITE001,2026-07-17,QoS,P3,Desk Phone,UAT Failure,1.27,Resolved,QoS
INC001052,SITE027,2026-08-15,Dial Plan,P4,Mobile,No Audio,4.24,Resolved,Device Issue
INC001053,SITE026,2026-06-17,Device Configuration,P3,Desk Phone,Device Configuration,6.44,Resolved,Provisioning
INC001054,SITE007,2026-01-14,Device Configuration,P3,Mobile,No Audio,6.18,Resolved,User Error
INC001055,SITE013,2026-04-08,UAT,P3,Room Device,UAT Failure,1.74,Resolved,Unknown
INC001056,SITE006,2026-05-04,QoS,P2,Desk Phone,Dialing Issue,1.63,Resolved,QoS
INC001057,SITE002,2026-02-15,Codec,P3,Room Device,Device Configuration,9.23,In Progress,QoS
INC001058,SITE019,2026-05-18,QoS,P2,Room Device,Dialing Issue,0.78,Open,Configuration
INC001059,SITE013,2026-05-23,SIP,P4,Desk Phone,UAT Failure,2.37,Resolved,Configuration
INC001060,SITE035,2026-08-06,Network,P3,Room Device,Provisioning Failure,6.03,Resolved,Device Issue
INC001061,SITE012,2026-06-04,Call Quality,P3,Mobile,Registration Failure,2.02,In Progress,Network
INC001062,SITE030,2026-03-24,Call Quality,P2,Desk Phone,One-Way Audio,8.26,Closed,Network
INC001063,SITE001,2026-02-16,Provisioning,P4,Mobile,One-Way Audio,1.95,Resolved,Configuration
INC001064,SITE013,2026-04-29,Provisioning,P4,Room Device,No Audio,7.97,Resolved,Configuration
INC001065,SITE012,2026-06-07,Dial Plan,P1,Soft Client,Registration Failure,10.24,Resolved,Provisioning
INC001066,SITE022,2026-07-27,Call Quality,P3,Desk Phone,Registration Failure,4.24,Resolved,Network
INC001067,SITE001,2026-05-21,Call Quality,P3,Soft Client,Poor Call Quality,1.34,Closed,Configuration
INC001068,SITE021,2026-03-24,Audio,P2,Mobile,Poor Call Quality,1.37,Closed,Device Issue
INC001069,SITE025,2026-05-05,Registration,P4,Desk Phone,One-Way Audio,2.8,Resolved,Unknown
INC001070,SITE017,2026-02-12,UAT,P2,Soft Client,UAT Failure,2.92,In Progress,QoS
INC001071,SITE008,2026-06-26,Device Configuration,P3,Desk Phone,Poor Call Quality,1.47,In Progress,User Error
INC001072,SITE031,2026-05-20,QoS,P3,Mobile,One-Way Audio,8.07,Resolved,Configuration
INC001073,SITE016,2026-05-06,Dial Plan,P3,Room Device,One-Way Audio,3.74,In Progress,Provisioning
INC001074,SITE001,2026-02-20,Codec,P3,Mobile,One-Way Audio,3.82,Resolved,Unknown
INC001075,SITE015,2026-04-12,Device Configuration,P3,Desk Phone,Device Configuration,2.94,In Progress,Network
INC001076,SITE009,2026-04-23,Dial Plan,P4,Mobile,One-Way Audio,5.71,Closed,Device Issue
INC001077,SITE003,2026-07-19,User Configuration,P4,Soft Client,Provisioning Failure,1.8,Resolved,User Error
INC001078,SITE012,2026-02-12,User Configuration,P3,Soft Client,UAT Failure,14.63,In Progress,Provisioning
INC001079,SITE007,2026-04-29,Provisioning,P3,Desk Phone,One-Way Audio,1.38,Resolved,Unknown
INC001080,SITE033,2026-08-11,Dial Plan,P4,Room Device,Provisioning Failure,3.76,Resolved,Device Issue
INC001081,SITE026,2026-03-26,Provisioning,P4,Room Device,No Audio,5.88,In Progress,Device Issue
INC001082,SITE028,2026-02-14,Call Quality,P4,Desk Phone,Device Configuration,5.7,Open,Configuration
INC001083,SITE024,2026-04-16,Network,P3,Desk Phone,One-Way Audio,8.53,Resolved,QoS
INC001084,SITE032,2026-05-10,Provisioning,P3,Room Device,Provisioning Failure,3.59,Resolved,Device Issue
INC001085,SITE016,2026-06-17,QoS,P3,Mobile,Poor Call Quality,5.72,In Progress,QoS
INC001086,SITE005,2026-05-23,Dial Plan,P3,Soft Client,Dialing Issue,6.98,Resolved,Device Issue
INC001087,SITE033,2026-01-27,Dial Plan,P3,Soft Client,Registration Failure,5.17,Resolved,Network
INC001088,SITE019,2026-03-04,Device Configuration,P1,Desk Phone,Device Configuration,1.56,Resolved,QoS
INC001089,SITE025,2026-03-23,Codec,P3,Room Device,One-Way Audio,2.91,Resolved,Provisioning
INC001090,SITE014,2026-01-29,Network,P3,Soft Client,Provisioning Failure,11.34,Resolved,Provisioning
INC001091,SITE002,2026-06-30,Call Quality,P4,Desk Phone,Provisioning Failure,4.94,Resolved,Configuration
INC001092,SITE020,2026-06-03,QoS,P3,Soft Client,Device Configuration,1.27,Resolved,Unknown
INC001093,SITE014,2026-03-10,Registration,P3,Soft Client,Registration Failure,4.53,Open,Device Issue
INC001094,SITE003,2026-07-02,Audio,P3,Desk Phone,No Audio,5.97,Resolved,Device Issue
INC001095,SITE020,2026-05-08,QoS,P3,Room Device,UAT Failure,4.69,Closed,Provisioning
INC001096,SITE031,2026-07-22,SIP,P2,Mobile,UAT Failure,6.85,Resolved,Configuration
INC001097,SITE015,2026-08-14,Dial Plan,P3,Desk Phone,Provisioning Failure,2.19,Resolved,Device Issue
INC001098,SITE019,2026-02-04,Network,P4,Soft Client,Dialing Issue,1.4,Resolved,Network
INC001099,SITE023,2026-03-21,Provisioning,P3,Room Device,Provisioning Failure,2.16,Closed,Network
INC001100,SITE021,2026-03-09,Registration,P4,Soft Client,Device Configuration,3.63,Open,Unknown
INC001101,SITE008,2026-06-26,Registration,P4,Mobile,Dialing Issue,3.64,Closed,Configuration
INC001102,SITE003,2026-03-04,Registration,P4,Soft Client,Poor Call Quality,3.06,Resolved,Network
INC001103,SITE003,2026-02-18,Call Quality,P4,Room Device,UAT Failure,23.28,Resolved,Configuration
INC001104,SITE019,2026-03-14,Dial Plan,P4,Mobile,UAT Failure,1.26,In Progress,Unknown
INC001105,SITE021,2026-05-20,Codec,P3,Desk Phone,Poor Call Quality,7.25,In Progress,Configuration
INC001106,SITE018,2026-04-02,Provisioning,P3,Soft Client,Poor Call Quality,3.6,Resolved,Device Issue
INC001107,SITE018,2026-07-08,Call Quality,P3,Mobile,UAT Failure,3.78,Open,Network
INC001108,SITE014,2026-02-16,Audio,P4,Mobile,No Audio,5.08,Resolved,Unknown
INC001109,SITE016,2026-04-25,UAT,P4,Mobile,No Audio,5.11,Resolved,Device Issue
INC001110,SITE020,2026-03-03,User Configuration,P3,Desk Phone,UAT Failure,3.83,Resolved,Unknown
INC001111,SITE023,2026-04-18,Audio,P4,Soft Client,Device Configuration,7.91,Open,Unknown
INC001112,SITE020,2026-07-06,Registration,P3,Soft Client,Poor Call Quality,1.63,Closed,Unknown
INC001113,SITE021,2026-06-05,Registration,P3,Desk Phone,Device Configuration,1.27,In Progress,User Error
INC001114,SITE024,2026-06-30,Call Quality,P2,Mobile,Device Configuration,9.03,Resolved,Device Issue
INC001115,SITE006,2026-05-02,Audio,P3,Mobile,UAT Failure,2.4,In Progress,QoS
INC001116,SITE004,2026-02-22,Registration,P3,Room Device,Dialing Issue,6.36,In Progress,Configuration
INC001117,SITE032,2026-03-15,Registration,P3,Desk Phone,Poor Call Quality,3.01,Resolved,User Error
INC001118,SITE022,2026-05-22,Device Configuration,P3,Soft Client,Provisioning Failure,5.43,Open,Provisioning
INC001119,SITE029,2026-06-24,SIP,P2,Desk Phone,Registration Failure,3.96,Resolved,Provisioning
INC001120,SITE012,2026-04-03,Dial Plan,P3,Soft Client,Device Configuration,6.92,Resolved,User Error
INC001121,SITE013,2026-07-06,QoS,P3,Soft Client,One-Way Audio,2.39,Resolved,Device Issue
INC001122,SITE013,2026-03-08,QoS,P4,Soft Client,Registration Failure,2.41,Resolved,Device Issue
INC001123,SITE006,2026-08-17,Codec,P4,Room Device,Registration Failure,0.35,Open,User Error
INC001124,SITE003,2026-01-25,Call Quality,P3,Soft Client,Registration Failure,1.9,In Progress,Device Issue
INC001125,SITE010,2026-05-14,Provisioning,P2,Room Device,Registration Failure,8.54,In Progress,User Error
INC001126,SITE010,2026-03-25,UAT,P4,Desk Phone,Dialing Issue,0.41,Closed,Configuration
INC001127,SITE016,2026-08-31,Network,P2,Mobile,One-Way Audio,1.03,Resolved,Provisioning
INC001128,SITE014,2026-07-25,QoS,P2,Room Device,Registration Failure,9.1,Resolved,Configuration
INC001129,SITE027,2026-06-22,Network,P4,Soft Client,Dialing Issue,11.62,Open,QoS
INC001130,SITE012,2026-07-20,Audio,P3,Desk Phone,UAT Failure,2.6,Resolved,Provisioning
INC001131,SITE008,2026-06-20,User Configuration,P2,Room Device,No Audio,2.27,Resolved,QoS
INC001132,SITE005,2026-01-26,Network,P3,Room Device,Registration Failure,5.59,In Progress,QoS
INC001133,SITE028,2026-02-28,Codec,P3,Room Device,Dialing Issue,8.41,Closed,Provisioning
INC001134,SITE003,2026-07-23,Network,P2,Room Device,Provisioning Failure,2.81,Resolved,Provisioning
INC001135,SITE023,2026-06-02,Network,P2,Room Device,Device Configuration,1.02,Resolved,Unknown
INC001136,SITE018,2026-03-28,SIP,P3,Mobile,No Audio,3.84,Resolved,Provisioning
INC001137,SITE030,2026-08-01,QoS,P3,Room Device,Poor Call Quality,2.47,Closed,Provisioning
INC001138,SITE029,2026-07-22,SIP,P3,Room Device,One-Way Audio,15.53,Resolved,Configuration
INC001139,SITE019,2026-01-02,Codec,P4,Mobile,No Audio,2.21,Open,Provisioning
INC001140,SITE030,2026-04-05,Registration,P2,Soft Client,No Audio,1.6,Resolved,Unknown
INC001141,SITE032,2026-08-20,Call Quality,P3,Room Device,No Audio,4.62,Resolved,Configuration
INC001142,SITE025,2026-08-29,SIP,P3,Soft Client,Provisioning Failure,2.19,Resolved,Provisioning
INC001143,SITE033,2026-01-29,Provisioning,P2,Desk Phone,Provisioning Failure,6.28,Resolved,Configuration
INC001144,SITE015,2026-07-06,UAT,P3,Room Device,UAT Failure,5.21,In Progress,Provisioning
INC001145,SITE032,2026-02-09,User Configuration,P3,Desk Phone,Poor Call Quality,2.44,Resolved,QoS
INC001146,SITE034,2026-05-28,Device Configuration,P3,Room Device,Provisioning Failure,5.39,Resolved,Provisioning
INC001147,SITE009,2026-07-23,Network,P4,Soft Client,No Audio,7.93,Resolved,Configuration
INC001148,SITE018,2026-02-21,User Configuration,P3,Room Device,Dialing Issue,5.05,Resolved,Provisioning
INC001149,SITE028,2026-04-25,Call Quality,P3,Soft Client,Device Configuration,5.51,Resolved,Provisioning
INC001150,SITE024,2026-03-21,Call Quality,P3,Room Device,Provisioning Failure,3.99,In Progress,QoS
INC001151,SITE035,2026-06-11,Device Configuration,P2,Desk Phone,UAT Failure,1.83,Resolved,Network
INC001152,SITE027,2026-08-16,Call Quality,P3,Desk Phone,Provisioning Failure,5.53,Resolved,Device Issue
INC001153,SITE024,2026-08-22,Codec,P4,Mobile,Device Configuration,7.75,Resolved,Unknown
INC001154,SITE033,2026-05-22,Registration,P2,Mobile,Dialing Issue,2.86,Closed,QoS
INC001155,SITE024,2026-05-03,Call Quality,P3,Desk Phone,Device Configuration,1.97,Resolved,Unknown
INC001156,SITE027,2026-04-16,Registration,P3,Desk Phone,Dialing Issue,3.74,In Progress,Network
INC001157,SITE033,2026-02-20,SIP,P4,Soft Client,Poor Call Quality,6.82,Resolved,User Error
INC001158,SITE002,2026-05-03,UAT,P3,Room Device,Registration Failure,5.62,In Progress,Network
INC001159,SITE029,2026-05-14,SIP,P3,Soft Client,Poor Call Quality,3.32,In Progress,Provisioning
INC001160,SITE019,2026-08-31,QoS,P3,Mobile,UAT Failure,5.49,In Progress,Provisioning
INC001161,SITE029,2026-07-11,Device Configuration,P4,Soft Client,Poor Call Quality,2.46,Open,User Error
INC001162,SITE025,2026-06-08,Provisioning,P4,Room Device,One-Way Audio,2.35,Closed,Configuration
INC001163,SITE015,2026-07-11,User Configuration,P3,Soft Client,Device Configuration,6.25,Open,Unknown
INC001164,SITE021,2026-03-04,Audio,P3,Room Device,No Audio,2.28,In Progress,Device Issue
INC001165,SITE004,2026-05-15,Call Quality,P3,Desk Phone,Registration Failure,1.03,Resolved,Device Issue
INC001166,SITE007,2026-03-18,Call Quality,P3,Soft Client,UAT Failure,2.74,Resolved,QoS
INC001167,SITE009,2026-08-11,Dial Plan,P3,Room Device,Registration Failure,1.51,Closed,Unknown
INC001168,SITE014,2026-04-26,UAT,P4,Soft Client,Dialing Issue,23.09,Resolved,User Error
INC001169,SITE032,2026-07-27,SIP,P3,Mobile,Device Configuration,1.36,In Progress,User Error
INC001170,SITE027,2026-08-11,Dial Plan,P4,Desk Phone,Provisioning Failure,1.99,Closed,Device Issue
INC001171,SITE024,2026-05-11,SIP,P3,Mobile,UAT Failure,3.26,Resolved,QoS
INC001172,SITE030,2026-04-10,Network,P3,Desk Phone,No Audio,6.99,Open,Provisioning
INC001173,SITE020,2026-04-09,Network,P4,Soft Client,Device Configuration,12.69,Resolved,User Error
INC001174,SITE023,2026-06-03,Call Quality,P2,Mobile,No Audio,1.24,In Progress,User Error
INC001175,SITE010,2026-06-28,User Configuration,P2,Desk Phone,No Audio,4.85,Resolved,User Error
INC001176,SITE020,2026-07-20,QoS,P3,Desk Phone,No Audio,3.9,Resolved,Unknown
INC001177,SITE008,2026-04-29,Provisioning,P3,Desk Phone,UAT Failure,1.51,Resolved,Provisioning
INC001178,SITE002,2026-03-12,Audio,P3,Room Device,UAT Failure,3.26,Resolved,User Error
INC001179,SITE017,2026-04-01,Audio,P3,Soft Client,One-Way Audio,2.01,Resolved,Device Issue
INC001180,SITE019,2026-06-30,Network,P3,Soft Client,Dialing Issue,7.59,In Progress,QoS
INC001181,SITE031,2026-05-13,Dial Plan,P3,Soft Client,Dialing Issue,6.41,Resolved,Device Issue
INC001182,SITE008,2026-05-12,SIP,P1,Desk Phone,UAT Failure,3.9,Open,Network
INC001183,SITE008,2026-07-01,Dial Plan,P3,Desk Phone,UAT Failure,1.4,Resolved,Network
INC001184,SITE021,2026-06-24,SIP,P4,Soft Client,Device Configuration,5.54,Closed,Unknown
INC001185,SITE002,2026-04-06,Dial Plan,P3,Room Device,UAT Failure,1.24,Resolved,User Error
INC001186,SITE001,2026-01-02,Provisioning,P3,Room Device,One-Way Audio,1.67,Closed,Configuration
INC001187,SITE035,2026-08-02,Device Configuration,P3,Soft Client,One-Way Audio,6.59,In Progress,Network
INC001188,SITE035,2026-03-02,Codec,P3,Mobile,No Audio,12.41,Resolved,Provisioning
INC001189,SITE020,2026-02-09,UAT,P3,Soft Client,Device Configuration,3.38,Resolved,Provisioning
INC001190,SITE025,2026-03-27,User Configuration,P4,Desk Phone,Dialing Issue,9.65,In Progress,Configuration
INC001191,SITE027,2026-06-22,User Configuration,P3,Soft Client,Dialing Issue,10.33,Resolved,Provisioning
INC001192,SITE031,2026-08-27,Registration,P3,Soft Client,Dialing Issue,14.39,Resolved,Configuration
INC001193,SITE035,2026-08-05,User Configuration,P4,Desk Phone,Device Configuration,3.77,Resolved,QoS
INC001194,SITE015,2026-06-05,Audio,P2,Room Device,No Audio,4.58,Closed,User Error
INC001195,SITE015,2026-06-21,Codec,P3,Desk Phone,No Audio,3.67,Resolved,Unknown
INC001196,SITE012,2026-01-17,Network,P3,Room Device,One-Way Audio,4.43,Resolved,Configuration
INC001197,SITE032,2026-03-16,UAT,P3,Mobile,UAT Failure,4.94,Resolved,Network
INC001198,SITE014,2026-03-14,Network,P3,Soft Client,Provisioning Failure,6.33,Closed,QoS
INC001199,SITE021,2026-01-17,Registration,P4,Soft Client,Registration Failure,1.95,In Progress,Provisioning
INC001200,SITE008,2026-01-10,SIP,P3,Room Device,Provisioning Failure,7.84,Resolved,QoS
INC001201,SITE029,2026-08-03,Device Configuration,P4,Soft Client,Poor Call Quality,4.43,In Progress,Device Issue
INC001202,SITE023,2026-03-28,Provisioning,P3,Mobile,Device Configuration,1.5,Closed,Unknown
INC001203,SITE023,2026-01-05,Audio,P3,Soft Client,Poor Call Quality,2.63,Closed,Device Issue
INC001204,SITE022,2026-06-14,Call Quality,P3,Soft Client,No Audio,1.01,Closed,Provisioning
INC001205,SITE016,2026-02-16,Audio,P3,Mobile,No Audio,2.48,Resolved,QoS
INC001206,SITE001,2026-03-20,Codec,P2,Desk Phone,Dialing Issue,2.35,Resolved,QoS
INC001207,SITE029,2026-02-24,Dial Plan,P3,Soft Client,One-Way Audio,8.2,Resolved,Configuration
INC001208,SITE024,2026-01-28,QoS,P2,Mobile,One-Way Audio,3.32,Resolved,Configuration
INC001209,SITE009,2026-07-10,Provisioning,P2,Soft Client,Registration Failure,2.22,Closed,Network
INC001210,SITE025,2026-03-08,Codec,P4,Desk Phone,UAT Failure,2.95,Resolved,Unknown
INC001211,SITE024,2026-03-10,Call Quality,P3,Room Device,Dialing Issue,7.67,Resolved,Unknown
INC001212,SITE033,2026-05-28,Call Quality,P3,Room Device,One-Way Audio,1.19,Resolved,Network
INC001213,SITE030,2026-04-01,Call Quality,P4,Soft Client,Provisioning Failure,1.69,Resolved,Unknown
INC001214,SITE029,2026-08-09,QoS,P3,Desk Phone,No Audio,2.03,Resolved,User Error
INC001215,SITE025,2026-01-19,Network,P4,Desk Phone,Device Configuration,2.83,In Progress,Network
INC001216,SITE031,2026-08-21,UAT,P1,Mobile,Registration Failure,8.65,Resolved,User Error
INC001217,SITE001,2026-05-09,Provisioning,P2,Soft Client,Dialing Issue,5.7,Resolved,User Error
INC001218,SITE024,2026-08-06,Device Configuration,P3,Desk Phone,Poor Call Quality,3.6,Closed,User Error
INC001219,SITE031,2026-03-19,User Configuration,P3,Soft Client,One-Way Audio,1.2,In Progress,Provisioning
INC001220,SITE019,2026-07-15,Dial Plan,P4,Mobile,UAT Failure,5.42,In Progress,QoS
INC001221,SITE018,2026-06-05,Dial Plan,P2,Soft Client,Provisioning Failure,10.48,In Progress,Configuration
INC001222,SITE025,2026-04-18,Audio,P3,Mobile,UAT Failure,9.81,In Progress,Configuration
INC001223,SITE022,2026-01-22,Provisioning,P3,Desk Phone,UAT Failure,5.1,Resolved,Provisioning
INC001224,SITE001,2026-05-30,User Configuration,P3,Desk Phone,Registration Failure,4.17,In Progress,QoS
INC001225,SITE034,2026-08-07,Provisioning,P3,Desk Phone,Device Configuration,2.86,Resolved,QoS
INC001226,SITE012,2026-06-10,Dial Plan,P4,Room Device,No Audio,1.35,In Progress,Provisioning
INC001227,SITE012,2026-02-23,Device Configuration,P3,Soft Client,Device Configuration,3.16,Resolved,Device Issue
INC001228,SITE009,2026-03-08,QoS,P3,Room Device,Dialing Issue,2.12,Resolved,QoS
INC001229,SITE016,2026-02-19,Call Quality,P2,Mobile,Registration Failure,1.99,Resolved,User Error
INC001230,SITE023,2026-07-07,Audio,P2,Mobile,Poor Call Quality,3.87,Closed,QoS
INC001231,SITE025,2026-04-11,QoS,P2,Mobile,Provisioning Failure,4.47,In Progress,Configuration
INC001232,SITE034,2026-04-26,SIP,P4,Room Device,Device Configuration,4.61,In Progress,Configuration
INC001233,SITE030,2026-07-12,Codec,P3,Room Device,Dialing Issue,3.72,Open,Provisioning
INC001234,SITE028,2026-07-03,UAT,P3,Mobile,Device Configuration,6.67,Resolved,User Error
INC001235,SITE027,2026-08-11,UAT,P2,Desk Phone,Provisioning Failure,1.8,Resolved,Provisioning
INC001236,SITE010,2026-04-09,User Configuration,P3,Room Device,No Audio,2.03,Resolved,Configuration
INC001237,SITE022,2026-03-14,Provisioning,P4,Mobile,No Audio,1.12,In Progress,Device Issue
INC001238,SITE001,2026-06-09,User Configuration,P4,Soft Client,Dialing Issue,5.36,Resolved,Configuration
INC001239,SITE004,2026-07-08,Registration,P2,Room Device,UAT Failure,4.36,Open,Device Issue
INC001240,SITE005,2026-05-26,Dial Plan,P4,Desk Phone,Dialing Issue,3.71,Resolved,Device Issue
INC001241,SITE022,2026-05-23,Provisioning,P1,Desk Phone,Poor Call Quality,1.84,In Progress,Network
INC001242,SITE003,2026-03-05,Dial Plan,P4,Room Device,Dialing Issue,6.82,Closed,Configuration
INC001243,SITE028,2026-02-11,Codec,P2,Desk Phone,One-Way Audio,1.83,Resolved,Network
INC001244,SITE010,2026-02-21,Network,P2,Mobile,One-Way Audio,2.7,Closed,Device Issue
INC001245,SITE029,2026-05-04,Call Quality,P3,Room Device,Provisioning Failure,2.5,In Progress,Network
INC001246,SITE013,2026-08-22,Codec,P3,Soft Client,Dialing Issue,2.8,Resolved,Configuration
INC001247,SITE033,2026-05-23,SIP,P2,Mobile,Device Configuration,1.42,Closed,User Error
INC001248,SITE021,2026-07-23,Network,P3,Mobile,Provisioning Failure,16.78,Resolved,Network
INC001249,SITE018,2026-02-21,Dial Plan,P3,Mobile,Registration Failure,6.34,Open,Configuration
INC001250,SITE020,2026-04-19,Network,P4,Mobile,Device Configuration,4.12,Closed,Network
INC001251,SITE012,2026-04-24,Device Configuration,P4,Desk Phone,One-Way Audio,4.18,Resolved,QoS
INC001252,SITE003,2026-03-21,Network,P2,Soft Client,One-Way Audio,3.18,Resolved,Provisioning
INC001253,SITE006,2026-01-21,UAT,P3,Soft Client,Provisioning Failure,4.53,In Progress,Provisioning
INC001254,SITE021,2026-04-30,Network,P4,Room Device,Poor Call Quality,1.45,Resolved,Provisioning
INC001255,SITE011,2026-08-08,Audio,P4,Mobile,Registration Failure,3.95,In Progress,Provisioning
INC001256,SITE021,2026-04-05,Registration,P4,Desk Phone,No Audio,1.44,In Progress,User Error
INC001257,SITE004,2026-07-09,Registration,P4,Mobile,One-Way Audio,1.23,In Progress,QoS
INC001258,SITE005,2026-04-29,SIP,P3,Room Device,UAT Failure,1.71,In Progress,QoS
INC001259,SITE001,2026-05-13,QoS,P3,Soft Client,Poor Call Quality,1.24,Closed,QoS
INC001260,SITE006,2026-03-07,QoS,P3,Desk Phone,One-Way Audio,1.75,Resolved,Device Issue
INC001261,SITE032,2026-06-07,Provisioning,P3,Room Device,Device Configuration,3.14,Closed,Configuration
INC001262,SITE005,2026-07-22,UAT,P3,Room Device,UAT Failure,2.27,Open,Unknown
INC001263,SITE032,2026-06-24,SIP,P2,Room Device,No Audio,3.58,In Progress,User Error
INC001264,SITE025,2026-06-01,User Configuration,P3,Soft Client,No Audio,2.78,Resolved,Network
INC001265,SITE032,2026-04-21,QoS,P3,Mobile,Poor Call Quality,28.77,Resolved,Configuration
INC001266,SITE025,2026-05-28,User Configuration,P4,Soft Client,Dialing Issue,0.46,Resolved,User Error
INC001267,SITE017,2026-02-17,Registration,P1,Soft Client,Device Configuration,0.85,In Progress,Provisioning
INC001268,SITE021,2026-06-03,Audio,P3,Room Device,One-Way Audio,9.64,Resolved,Unknown
INC001269,SITE001,2026-02-19,SIP,P3,Room Device,One-Way Audio,2.77,Resolved,Configuration
INC001270,SITE007,2026-03-04,Device Configuration,P3,Room Device,Device Configuration,1.74,Open,Device Issue
INC001271,SITE022,2026-04-30,Provisioning,P2,Desk Phone,Device Configuration,7.06,Resolved,Unknown
INC001272,SITE002,2026-05-17,SIP,P4,Soft Client,Poor Call Quality,2.14,Open,Device Issue
INC001273,SITE035,2026-05-15,Codec,P2,Mobile,One-Way Audio,2.37,Open,QoS
INC001274,SITE030,2026-06-08,QoS,P3,Desk Phone,Device Configuration,1.6,Closed,Device Issue
