user_id,site_id,department,device_type,license_type,provisioning_status,migration_status
USER00622,SITE010,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00623,SITE032,Finance,Mobile,Webex Calling Professional,Pending,Migrated
USER00624,SITE021,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00625,SITE028,Finance,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00626,SITE007,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00627,SITE011,HR,Soft Client,Webex Calling Professional,Failed,Pending
USER00628,SITE026,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00629,SITE017,Management,Mobile,Webex Calling Standard,Provisioned,In Progress
USER00630,SITE035,IT,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00631,SITE011,Operations,Soft Client,Webex Calling Professional,Provisioned,In Progress
USER00632,SITE017,IT,Mobile,Webex Calling Standard,Provisioned,In Progress
USER00633,SITE024,Operations,Mobile,Webex Calling Standard,Provisioned,Pending
USER00634,SITE033,HR,Room Device,Webex Calling Professional,Failed,Migrated
USER00635,SITE022,Support,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00636,SITE020,Management,Soft Client,Webex Calling Standard,Provisioned,Failed
USER00637,SITE025,Finance,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00638,SITE012,IT,Mobile,Webex Calling Standard,Provisioned,Pending
USER00639,SITE014,Management,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00640,SITE011,Support,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00641,SITE025,Management,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER00642,SITE013,Management,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00643,SITE033,Support,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00644,SITE031,Operations,Desk Phone,Webex Calling Standard,Provisioned,Pending
USER00645,SITE035,Finance,Desk Phone,Webex Calling Professional,Provisioned,Pending
USER00646,SITE007,Operations,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00647,SITE027,Finance,Mobile,Webex Calling Professional,Provisioned,Failed
USER00648,SITE002,Sales,Soft Client,Webex Calling Professional,Failed,Migrated
USER00649,SITE024,Sales,Soft Client,Webex Calling Standard,Provisioned,Pending
USER00650,SITE026,Support,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00651,SITE013,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00652,SITE019,Operations,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00653,SITE034,Sales,Desk Phone,Webex Calling Standard,Failed,Pending
USER00654,SITE013,Management,Mobile,Webex Calling Standard,Provisioned,In Progress
USER00655,SITE021,Sales,Mobile,Webex Calling Standard,Provisioned,Pending
USER00656,SITE021,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00657,SITE003,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00658,SITE035,Support,Desk Phone,Webex Calling Professional,Pending,Migrated
USER00659,SITE008,Operations,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00660,SITE001,Finance,Desk Phone,Webex Calling Standard,Pending,Migrated
USER00661,SITE031,Operations,Soft Client,Webex Calling Standard,Failed,Migrated
USER00662,SITE016,Support,Room Device,Webex Calling Standard,Pending,Migrated
USER00663,SITE014,HR,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00664,SITE012,Operations,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00665,SITE011,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00666,SITE021,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00667,SITE001,HR,Desk Phone,Webex Calling Professional,Provisioned,In Progress
USER00668,SITE002,Management,Room Device,Webex Calling Standard,Failed,Migrated
USER00669,SITE022,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00670,SITE001,Management,Soft Client,Webex Calling Standard,Failed,Migrated
USER00671,SITE013,IT,Desk Phone,Webex Calling Standard,Pending,Failed
USER00672,SITE030,Sales,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER00673,SITE016,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00674,SITE001,IT,Desk Phone,Webex Calling Professional,Pending,Migrated
USER00675,SITE023,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00676,SITE035,IT,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00677,SITE023,IT,Mobile,Webex Calling Standard,Provisioned,Pending
USER00678,SITE015,Operations,Desk Phone,Webex Calling Professional,Failed,Pending
USER00679,SITE021,Operations,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00680,SITE019,HR,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00681,SITE028,Sales,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00682,SITE024,Operations,Soft Client,Webex Calling Standard,Provisioned,Pending
USER00683,SITE017,Management,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00684,SITE018,HR,Desk Phone,Webex Calling Professional,Pending,Migrated
USER00685,SITE035,Sales,Soft Client,Webex Calling Standard,Pending,Migrated
USER00686,SITE002,HR,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00687,SITE005,Finance,Room Device,Webex Calling Standard,Failed,Migrated
USER00688,SITE004,Finance,Soft Client,Webex Calling Standard,Provisioned,Pending
USER00689,SITE025,Sales,Soft Client,Webex Calling Professional,Provisioned,In Progress
USER00690,SITE024,Management,Desk Phone,Webex Calling Professional,Pending,Pending
USER00691,SITE011,Finance,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00692,SITE023,IT,Desk Phone,Webex Calling Professional,Pending,Pending
USER00693,SITE006,Support,Desk Phone,Webex Calling Professional,Provisioned,In Progress
USER00694,SITE005,Sales,Desk Phone,Webex Calling Professional,Provisioned,Pending
USER00695,SITE016,Support,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00696,SITE029,Support,Room Device,Webex Calling Professional,Provisioned,Failed
USER00697,SITE015,Management,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00698,SITE028,IT,Mobile,Webex Calling Standard,Provisioned,In Progress
USER00699,SITE023,Finance,Soft Client,Webex Calling Professional,Pending,Pending
USER00700,SITE014,HR,Mobile,Webex Calling Professional,Provisioned,In Progress
USER00701,SITE022,Sales,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00702,SITE015,Management,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00703,SITE029,HR,Mobile,Webex Calling Professional,Provisioned,Pending
USER00704,SITE032,Operations,Soft Client,Webex Calling Professional,Provisioned,In Progress
USER00705,SITE012,IT,Mobile,Webex Calling Standard,Pending,Pending
USER00706,SITE017,Operations,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00707,SITE006,Sales,Desk Phone,Webex Calling Professional,Provisioned,In Progress
USER00708,SITE032,Support,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER00709,SITE029,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00710,SITE022,Operations,Desk Phone,Webex Calling Professional,Provisioned,Failed
USER00711,SITE020,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00712,SITE001,IT,Desk Phone,Webex Calling Professional,Provisioned,Pending
USER00713,SITE022,Operations,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00714,SITE005,Sales,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00715,SITE031,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00716,SITE018,Support,Mobile,Webex Calling Standard,Failed,In Progress
USER00717,SITE011,Sales,Desk Phone,Webex Calling Professional,Provisioned,Pending
USER00718,SITE035,Management,Desk Phone,Webex Calling Professional,Provisioned,Failed
USER00719,SITE016,Support,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00720,SITE034,Finance,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00721,SITE034,Finance,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00722,SITE012,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00723,SITE017,HR,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00724,SITE026,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00725,SITE018,Sales,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00726,SITE029,Support,Soft Client,Webex Calling Standard,Provisioned,Failed
USER00727,SITE025,Finance,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00728,SITE025,HR,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER00729,SITE018,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00730,SITE020,IT,Desk Phone,Webex Calling Standard,Failed,Migrated
USER00731,SITE004,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00732,SITE026,Support,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00733,SITE016,Management,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00734,SITE007,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00735,SITE009,IT,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00736,SITE024,HR,Desk Phone,Webex Calling Standard,Provisioned,Pending
USER00737,SITE007,Sales,Mobile,Webex Calling Standard,Pending,Migrated
USER00738,SITE016,IT,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00739,SITE019,HR,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00740,SITE013,Sales,Room Device,Webex Calling Standard,Pending,Migrated
USER00741,SITE002,Finance,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00742,SITE007,Operations,Room Device,Webex Calling Standard,Failed,Migrated
USER00743,SITE032,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00744,SITE032,HR,Desk Phone,Webex Calling Professional,Pending,Migrated
USER00745,SITE020,Sales,Desk Phone,Webex Calling Professional,Provisioned,Pending
USER00746,SITE027,IT,Room Device,Webex Calling Standard,Provisioned,In Progress
USER00747,SITE034,Management,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00748,SITE035,Sales,Desk Phone,Webex Calling Professional,Pending,Pending
USER00749,SITE014,IT,Desk Phone,Webex Calling Standard,Provisioned,Pending
USER00750,SITE032,Management,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00751,SITE013,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00752,SITE001,IT,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00753,SITE023,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00754,SITE003,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00755,SITE015,Sales,Room Device,Webex Calling Professional,Pending,Migrated
USER00756,SITE010,Support,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00757,SITE029,Management,Soft Client,Webex Calling Standard,Pending,Migrated
USER00758,SITE013,IT,Soft Client,Webex Calling Standard,Pending,Migrated
USER00759,SITE013,HR,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00760,SITE010,Support,Mobile,Webex Calling Standard,Pending,Migrated
USER00761,SITE033,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00762,SITE018,Management,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00763,SITE035,Management,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00764,SITE028,Sales,Mobile,Webex Calling Professional,Pending,Migrated
USER00765,SITE031,IT,Soft Client,Webex Calling Standard,Provisioned,In Progress
USER00766,SITE028,Management,Desk Phone,Webex Calling Professional,Provisioned,In Progress
USER00767,SITE010,Finance,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00768,SITE029,HR,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00769,SITE022,Management,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00770,SITE031,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00771,SITE030,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00772,SITE004,IT,Mobile,Webex Calling Professional,Failed,Migrated
USER00773,SITE013,IT,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00774,SITE006,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00775,SITE005,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00776,SITE027,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00777,SITE012,Support,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00778,SITE015,Finance,Soft Client,Webex Calling Professional,Provisioned,In Progress
USER00779,SITE003,Sales,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00780,SITE031,IT,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00781,SITE003,Support,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00782,SITE027,Finance,Soft Client,Webex Calling Standard,Provisioned,Failed
USER00783,SITE009,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00784,SITE035,IT,Desk Phone,Webex Calling Standard,Failed,Migrated
USER00785,SITE024,Finance,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00786,SITE035,Operations,Room Device,Webex Calling Standard,Pending,Failed
USER00787,SITE024,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00788,SITE030,Finance,Room Device,Webex Calling Standard,Failed,Migrated
USER00789,SITE026,IT,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00790,SITE026,Finance,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00791,SITE018,Finance,Room Device,Webex Calling Professional,Pending,Migrated
USER00792,SITE020,Management,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00793,SITE009,HR,Desk Phone,Webex Calling Standard,Failed,Migrated
USER00794,SITE028,Sales,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00795,SITE023,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00796,SITE034,Operations,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00797,SITE034,IT,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00798,SITE021,Management,Room Device,Webex Calling Professional,Provisioned,Failed
USER00799,SITE008,Management,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00800,SITE004,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00801,SITE032,Support,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00802,SITE007,Sales,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00803,SITE019,Sales,Desk Phone,Webex Calling Professional,Provisioned,In Progress
USER00804,SITE012,Management,Desk Phone,Webex Calling Standard,Provisioned,In Progress
USER00805,SITE007,IT,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00806,SITE034,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00807,SITE033,Sales,Desk Phone,Webex Calling Professional,Pending,Pending
USER00808,SITE030,Management,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00809,SITE035,HR,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00810,SITE006,Operations,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00811,SITE025,HR,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00812,SITE006,Operations,Mobile,Webex Calling Professional,Failed,Migrated
USER00813,SITE032,Support,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00814,SITE002,Management,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00815,SITE035,Finance,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00816,SITE016,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00817,SITE034,HR,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00818,SITE013,Sales,Room Device,Webex Calling Standard,Provisioned,Pending
USER00819,SITE022,Operations,Mobile,Webex Calling Standard,Pending,Pending
USER00820,SITE004,Sales,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00821,SITE028,IT,Mobile,Webex Calling Standard,Pending,Pending
USER00822,SITE009,IT,Room Device,Webex Calling Professional,Provisioned,Pending
USER00823,SITE011,IT,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00824,SITE035,Operations,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00825,SITE015,Management,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00826,SITE004,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00827,SITE015,Operations,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00828,SITE016,Sales,Room Device,Webex Calling Standard,Pending,Migrated
USER00829,SITE014,Support,Desk Phone,Webex Calling Professional,Provisioned,Failed
USER00830,SITE017,Operations,Soft Client,Webex Calling Professional,Provisioned,In Progress
USER00831,SITE030,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00832,SITE026,Support,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00833,SITE005,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00834,SITE035,Support,Desk Phone,Webex Calling Professional,Failed,Migrated
USER00835,SITE021,Management,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00836,SITE007,Sales,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00837,SITE015,Management,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00838,SITE003,Support,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00839,SITE022,IT,Room Device,Webex Calling Professional,Pending,Migrated
USER00840,SITE015,Support,Desk Phone,Webex Calling Standard,Failed,Failed
USER00841,SITE019,Finance,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00842,SITE026,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00843,SITE016,HR,Soft Client,Webex Calling Standard,Pending,Migrated
USER00844,SITE011,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00845,SITE004,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00846,SITE023,HR,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00847,SITE024,IT,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00848,SITE009,HR,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00849,SITE027,Operations,Mobile,Webex Calling Standard,Provisioned,Pending
USER00850,SITE027,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00851,SITE012,Operations,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00852,SITE002,Operations,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00853,SITE006,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00854,SITE026,Support,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00855,SITE008,Operations,Soft Client,Webex Calling Professional,Pending,Migrated
USER00856,SITE009,IT,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00857,SITE010,Operations,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00858,SITE019,Finance,Room Device,Webex Calling Professional,Provisioned,Pending
USER00859,SITE015,Sales,Room Device,Webex Calling Professional,Pending,Migrated
USER00860,SITE019,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00861,SITE013,Sales,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00862,SITE010,Management,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00863,SITE029,Management,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00864,SITE035,Finance,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00865,SITE022,Finance,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00866,SITE016,Operations,Desk Phone,Webex Calling Standard,Provisioned,Failed
USER00867,SITE025,HR,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00868,SITE020,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00869,SITE002,Finance,Desk Phone,Webex Calling Standard,Provisioned,Pending
USER00870,SITE028,IT,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00871,SITE031,Operations,Desk Phone,Webex Calling Professional,Pending,Migrated
USER00872,SITE010,Sales,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00873,SITE028,Operations,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00874,SITE001,Management,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00875,SITE015,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00876,SITE034,Finance,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00877,SITE008,Operations,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00878,SITE034,IT,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00879,SITE027,Operations,Mobile,Webex Calling Standard,Pending,Migrated
USER00880,SITE015,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00881,SITE022,Operations,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00882,SITE016,IT,Mobile,Webex Calling Standard,Provisioned,Failed
USER00883,SITE034,Sales,Room Device,Webex Calling Standard,Failed,Migrated
USER00884,SITE034,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00885,SITE024,Operations,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00886,SITE031,IT,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00887,SITE006,Support,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00888,SITE030,IT,Soft Client,Webex Calling Professional,Provisioned,Pending
USER00889,SITE006,Management,Desk Phone,Webex Calling Professional,Provisioned,Failed
USER00890,SITE025,IT,Room Device,Webex Calling Professional,Provisioned,Pending
USER00891,SITE005,Finance,Room Device,Webex Calling Professional,Pending,In Progress
USER00892,SITE008,Operations,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00893,SITE007,Sales,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00894,SITE035,Sales,Soft Client,Webex Calling Standard,Provisioned,Failed
USER00895,SITE002,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00896,SITE012,Operations,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00897,SITE005,Support,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00898,SITE017,Management,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00899,SITE017,Management,Room Device,Webex Calling Professional,Provisioned,Pending
USER00900,SITE024,IT,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00901,SITE022,HR,Soft Client,Webex Calling Professional,Provisioned,In Progress
USER00902,SITE032,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00903,SITE031,Operations,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00904,SITE003,IT,Mobile,Webex Calling Professional,Failed,In Progress
USER00905,SITE008,Support,Desk Phone,Webex Calling Standard,Provisioned,Pending
USER00906,SITE004,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00907,SITE020,IT,Desk Phone,Webex Calling Standard,Provisioned,Migrated
USER00908,SITE021,HR,Desk Phone,Webex Calling Standard,Failed,Migrated
USER00909,SITE022,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00910,SITE025,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00911,SITE027,IT,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00912,SITE023,Operations,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00913,SITE008,HR,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00914,SITE022,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00915,SITE025,IT,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00916,SITE008,Operations,Soft Client,Webex Calling Professional,Failed,Migrated
USER00917,SITE011,Sales,Soft Client,Webex Calling Professional,Provisioned,In Progress
USER00918,SITE010,HR,Soft Client,Webex Calling Professional,Provisioned,Pending
USER00919,SITE019,Sales,Room Device,Webex Calling Standard,Failed,Migrated
USER00920,SITE014,Support,Mobile,Webex Calling Professional,Pending,Pending
USER00921,SITE019,Support,Soft Client,Webex Calling Professional,Provisioned,Failed
USER00922,SITE007,Sales,Room Device,Webex Calling Professional,Provisioned,Pending
USER00923,SITE016,Finance,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00924,SITE013,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00925,SITE013,Operations,Mobile,Webex Calling Standard,Provisioned,Failed
USER00926,SITE012,Sales,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00927,SITE002,Sales,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00928,SITE031,Management,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00929,SITE033,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00930,SITE013,Operations,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00931,SITE032,Support,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00932,SITE006,Operations,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00933,SITE020,HR,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00934,SITE016,Finance,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00935,SITE028,Management,Desk Phone,Webex Calling Professional,Pending,Migrated
USER00936,SITE018,Finance,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00937,SITE017,Finance,Soft Client,Webex Calling Professional,Failed,Migrated
USER00938,SITE031,HR,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00939,SITE021,Support,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00940,SITE021,Finance,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00941,SITE012,Management,Desk Phone,Webex Calling Standard,Pending,Migrated
USER00942,SITE026,Operations,Room Device,Webex Calling Professional,Provisioned,Pending
USER00943,SITE012,Support,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00944,SITE026,IT,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00945,SITE010,Management,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00946,SITE007,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00947,SITE025,IT,Room Device,Webex Calling Professional,Provisioned,In Progress
USER00948,SITE033,Finance,Room Device,Webex Calling Standard,Provisioned,In Progress
USER00949,SITE034,Operations,Desk Phone,Webex Calling Standard,Provisioned,In Progress
USER00950,SITE002,Sales,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00951,SITE025,Sales,Desk Phone,Webex Calling Professional,Provisioned,Migrated
USER00952,SITE007,Support,Soft Client,Webex Calling Standard,Provisioned,Migrated
USER00953,SITE025,Operations,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00954,SITE034,IT,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00955,SITE031,Support,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00956,SITE006,HR,Mobile,Webex Calling Professional,Provisioned,Failed
USER00957,SITE018,Operations,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00958,SITE034,HR,Soft Client,Webex Calling Professional,Pending,Migrated
USER00959,SITE027,Management,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00960,SITE029,Management,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00961,SITE031,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00962,SITE031,Support,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00963,SITE009,IT,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00964,SITE017,Operations,Desk Phone,Webex Calling Standard,Failed,Migrated
USER00965,SITE003,HR,Mobile,Webex Calling Professional,Provisioned,Migrated
USER00966,SITE012,Management,Mobile,Webex Calling Standard,Provisioned,Migrated
USER00967,SITE024,HR,Soft Client,Webex Calling Professional,Provisioned,Migrated
USER00968,SITE012,Sales,Room Device,Webex Calling Standard,Provisioned,Migrated
USER00969,SITE012,Support,Mobile,Webex Calling Professional,Provisioned,In Progress
USER00970,SITE034,HR,Room Device,Webex Calling Professional,Provisioned,Migrated
USER00971,SITE025,HR,Soft Client,Webex Calling Professional,Provisioned,Pending
USER00972,SITE001,Operations,Soft Client,Webex Calling Standard,Provisioned,Migrated
